Retail Pharmacy Partner Name,Address 1,City,County,State,Zip Code,Vaccine,Date,Doses,Georeferenced Latitude & Longitude
Rite Aid 10931,2501 Banksville Road,Pittsburgh,Allegheny,PA,15216,Moderna Vaccine,10/26/2021,140,POINT (-80.034719 40.406717)
Rite Aid 00200,1130 Cumberland Street,Lebanon,Lebanon,PA,17042,Janssen Vaccine,10/26/2021,100,POINT (-76.430455 40.338855)
Cvs Store #17370,4220 N 5th Street Hwy,Temple,Berks,PA,19560,Moderna Vaccine,10/26/2021,140,POINT (-75.92757 40.396962)
Cvs Store #02000,"3601 Chichester Rd, Suite 105",Boothwyn,Delaware,PA,19061,Moderna Vaccine,10/26/2021,140,
Rite Aid 11096,1035 County Line Road,Huntingdon Valley,Montgomery,PA,19006,Moderna Vaccine,10/26/2021,280,POINT (-75.048332 40.157771)
Rite Aid 01371,102 North Main Street,Pittston,Luzerne,PA,18640,Moderna Vaccine,10/26/2021,280,POINT (-75.789382 41.324965)
Rite Aid 11092,1465-15 West Broad Street,Quakertown,Bucks,PA,18951,Janssen Vaccine,10/26/2021,200,POINT (-75.358323 40.44372)
Giant Eagle Inc.,910 Freeport Rd.,Pittsburgh,Allegheny,PA,15238,Janssen Vaccine,10/26/2021,100,POINT (-79.891708 40.486745)
Walmart Pharmacy #1769,20 Industrial Dr,Du Bois,Clearfield,PA,15801,Moderna Vaccine,10/26/2021,140,POINT (-78.736419 41.127108)
Walgreens Store #11296,4900 Library Rd,Bethel Park,Allegheny,PA,15102,Pfizer Vaccine,10/26/2021,2340,POINT (-80.027296 40.34592)
Rite Aid 01371,102 North Main Street,Pittston,Luzerne,PA,18640,Pfizer Vaccine,10/26/2021,1170,POINT (-75.789382 41.324965)
Walmart Pharmacy #3412,200 Kocher Ln,Elizabethville,Dauphin,PA,17023,Moderna Vaccine,10/26/2021,140,POINT (-76.789605 40.555529)
Rite Aid 06741,1600 9th Ave Ste 35,Altoona,Blair,PA,16602,Janssen Vaccine,10/26/2021,100,POINT (-78.402312 40.510245)
Rite Aid 11017,3200 Market Street,Camp Hill,Cumberland,PA,17011,Moderna Vaccine,10/26/2021,280,POINT (-76.935147 40.239764)
Rite Aid 11015,821 East Bishop Street,Bellefonte,Centre,PA,16823,Janssen Vaccine,10/26/2021,100,POINT (-77.76299 40.913783)
Rite Aid 11081,556 Union Street,Luzerne,Luzerne,PA,18709,Janssen Vaccine,10/26/2021,200,POINT (-75.897116 41.283352)
Rite Aid 01963,262 Connellsville Street,Uniontown,Fayette,PA,15401,Moderna Vaccine,10/26/2021,280,POINT (-79.706898 39.900782)
Walgreens Store #11768,4667 William Penn Hwy,Murrysville,Westmoreland,PA,15668,Moderna Vaccine,10/26/2021,280,POINT (-79.667497 40.424396)
Weis Markets Inc,1571 Us-209,Millersburg,Dauphin,PA,17061,Moderna Vaccine,10/26/2021,140,POINT (-76.923211 40.539586)
Giant Eagle Inc.,5260 Grove Road,Pittsburgh,Allegheny,PA,15236,Janssen Vaccine,10/26/2021,100,POINT (-80.001942 40.358052)
Weis Markets Inc,431 Dublin Pike,Perkasie,Bucks,PA,18944,Moderna Vaccine,10/26/2021,140,POINT (-75.252067 40.402447)
Cvs Store #04772,3425 Schuylkill Rd.,Spring City,Chester,PA,19475,Pfizer Vaccine,10/26/2021,1170,POINT (-75.566791 40.181876)
Rite Aid 04260,4299 Union Deposit Road,Harrisburg,Dauphin,PA,17111,Moderna Vaccine,10/26/2021,280,POINT (-76.814476 40.27901)
Walmart Pharmacy #3429,2901 Market St,Warren,Warren,PA,16365,Moderna Vaccine,10/26/2021,140,POINT (-79.14957 41.881165)
Acme,643 Conchester Highway,Boothwyn,Delaware,PA,19061,Moderna Vaccine,10/26/2021,140,POINT (-75.450261 39.850247)
Walmart Pharmacy #1820,1 Hilltop Plz,Kittanning,Armstrong,PA,16201,Moderna Vaccine,10/26/2021,140,POINT (-79.541205 40.814618)
Weis Markets Inc,1800 Roosevelt Ave Ste 71,York,York,PA,17408,Moderna Vaccine,10/26/2021,140,POINT (-76.767354 39.984561)
Walgreens Store #02014,8500 New Falls Rd,Levittown,Bucks,PA,19054,Moderna Vaccine,10/26/2021,140,POINT (-74.841252 40.165888)
Walgreens Store #02749,900 E State St,Sharon,Mercer,PA,16146,Moderna Vaccine,10/26/2021,140,POINT (-80.492928 41.233035)
Rite Aid 03447,126 W. Main Street,Grove City,Mercer,PA,16127,Moderna Vaccine,10/26/2021,280,POINT (-80.087783 41.157328)
Rite Aid 00218,5 East Main Street,Nanticoke,Luzerne,PA,18634,Moderna Vaccine,10/26/2021,280,POINT (-76.004896 41.205219)
Rite Aid 11093,1039 2nd Street Pike,Richboro,Bucks,PA,18954,Janssen Vaccine,10/26/2021,100,POINT (-75.010447 40.216976)
Rite Aid 07880,277 Dekalb Pike,North Wales,Montgomery,PA,19454,Moderna Vaccine,10/26/2021,280,POINT (-75.24882 40.222873)
Giant Eagle Inc.,4110 Brighton Rd.,Pittsburgh,Allegheny,PA,15212,Moderna Vaccine,10/26/2021,280,POINT (-80.044225 40.489746)
Rite Aid 10908,5990 University Blvd Ste30,Moon Township,Allegheny,PA,15108,Pfizer Vaccine,10/26/2021,1170,POINT (-80.218038 40.519528)
Phoebe Services Inc.,6520 Stonegate Drive,Allentown,Lehigh,PA,18106,Pfizer Vaccine,10/26/2021,1170,POINT (-75.606479 40.595688)
Rite Aid 04965,201 Grace Street,Pittsburgh,Allegheny,PA,15211,Moderna Vaccine,10/26/2021,280,
Rite Aid 07880,277 Dekalb Pike,North Wales,Montgomery,PA,19454,Janssen Vaccine,10/26/2021,100,POINT (-75.24882 40.222873)
Walmart Pharmacy #3738,100 Highlands Mall,Natrona Heights,Allegheny,PA,15065,Moderna Vaccine,10/26/2021,140,POINT (-79.711358 40.64616)
Gladwyne Pharmacy,352 Righters Mill Rd.,Gladwyne,Montgomery,PA,19035,Moderna Vaccine,10/26/2021,140,POINT (-75.280295 40.03775)
Rite Aid 03364,1303 Shoemaker Street,Nanty Glo,Cambria,PA,15943,Moderna Vaccine,10/26/2021,280,POINT (-78.836378 40.467678)
Cvs Store #01594,5 Church Street,Dallas,Luzerne,PA,18612,Moderna Vaccine,10/26/2021,140,POINT (-75.963242 41.336275)
Cvs Store #02020,728 Union Boulevard,Allentown,Lehigh,PA,18109,Moderna Vaccine,10/26/2021,140,POINT (-75.446444 40.624042)
Giant Eagle Inc.,1717 Cochran Road,Pittsburgh,Allegheny,PA,15220,Janssen Vaccine,10/26/2021,100,POINT (-80.064409 40.393256)
Walmart Pharmacy #2185,980 N Susquehanna Trl,Selinsgrove,Snyder,PA,17870,Moderna Vaccine,10/26/2021,140,POINT (-76.846883 40.82406)
Rite Aid 10945,3434 William Penn Highway,Pittsburgh,Allegheny,PA,15235,Moderna Vaccine,10/26/2021,280,POINT (-79.812363 40.430032)
Cvs Store #05462,1991 Sproul Rd.,Broomall,Delaware,PA,19008,Moderna Vaccine,10/26/2021,280,POINT (-75.356299 39.961234)
Rite Aid 00679,123 South 69th Street,Upper Darby,Delaware,PA,19082,Janssen Vaccine,10/26/2021,100,POINT (-75.258074 39.957723)
Colonial Pharmacy,708 Ekastown Road,Sarver,Butler,PA,16055,Moderna Vaccine,10/26/2021,140,POINT (-79.77776 40.712276)
Rite Aid 00293,599 York Road,Warminster,Bucks,PA,18974,Moderna Vaccine,10/26/2021,280,POINT (-75.099961 40.205642)
Weis Markets Inc,313-327 W Bald Eagle St,Lock Haven,Clinton,PA,17745,Janssen Vaccine,10/26/2021,100,POINT (-77.452987 41.133538)
Rite Aid 10975,201 West Mahoning Street,Punxsutawney,Jefferson,PA,15767,Moderna Vaccine,10/26/2021,140,POINT (-78.972842 40.943165)
Giant Eagle Inc.,254 Yost Blvd.,Pittsburgh,Allegheny,PA,15221,Moderna Vaccine,10/26/2021,140,POINT (-79.855079 40.413274)
Rite Aid 11077,920 Wilkes Barre Township Blvd,Wilkes Barre,Luzerne,PA,18702,Janssen Vaccine,10/26/2021,100,POINT (-75.88046 41.22374)
Giant Eagle Inc.,200 Tarentum Bridge Road,New Kensington,Westmoreland,PA,15068,Moderna Vaccine,10/26/2021,280,POINT (-79.751001 40.590244)
Cvs Store #01593,110 Green Ridge Street,Scranton,Lackawanna,PA,18509,Pfizer Vaccine,10/26/2021,1170,POINT (-75.658431 41.432339)
Walgreens Store #11296,4900 Library Rd,Bethel Park,Allegheny,PA,15102,Pfizer Vaccine,10/26/2021,1170,POINT (-80.027296 40.34592)
Rite Aid 11023,300 S. Fayette Street,Shippensburg,Cumberland,PA,17257,Moderna Vaccine,10/26/2021,140,POINT (-77.520251 40.044218)
Rite Aid 11043,901 Northampton Street,Easton,Northampton,PA,18042,Janssen Vaccine,10/26/2021,100,POINT (-75.221318 40.690655)
Rite Aid 00754,139 South Main Street,Butler,Butler,PA,16001,Janssen Vaccine,10/26/2021,100,POINT (-79.895264 40.860089)
Rite Aid 04840,1000 North Church Street,Hazleton,Luzerne,PA,18201,Janssen Vaccine,10/26/2021,100,POINT (-75.978044 40.973194)
Cvs Store #05734,2001 North 11th Street,Reading,Berks,PA,19604,Pfizer Vaccine,10/26/2021,1170,POINT (-75.915328 40.36562)
Sav-on Pharmacy,1640 Bethlehem Pike,Flourtown,Montgomery,PA,19031,Moderna Vaccine,10/26/2021,280,POINT (-75.213535 40.106934)
Giant Eagle Inc.,541 Allegheny Boulevard,Franklin,Venango,PA,16323,Moderna Vaccine,10/26/2021,420,POINT (-79.808704 41.40217)
Rite Aid 03775,500 North Main Avenue,Scranton,Lackawanna,PA,18504,Janssen Vaccine,10/26/2021,100,POINT (-75.675203 41.418016)
Rite Aid 11172,4630 Perkiomen Avenue,Reading,Berks,PA,19606,Moderna Vaccine,10/26/2021,140,POINT (-75.860154 40.305939)
Giant Eagle Inc.,344 Goucher St.,Johnstown,Cambria,PA,15905,Moderna Vaccine,10/26/2021,140,POINT (-78.93244 40.292515)
Rite Aid 11116,3599 West Chester Pike,Newtown Square,Delaware,PA,19073,Moderna Vaccine,10/26/2021,280,POINT (-75.398606 39.986648)
Southern Chester County Pharmacy,1011 West Baltimore Pike Suite 109,West Grove,Chester,PA,19390,Janssen Vaccine,10/26/2021,100,POINT (-75.889129 39.82265)
Rite Aid 11037,760 Broad Street,Montoursville,Lycoming,PA,17754,Moderna Vaccine,10/26/2021,140,POINT (-76.915511 41.248163)
Rite Aid 11016,24 East Avenue,Wellsboro,Tioga,PA,16901,Moderna Vaccine,10/26/2021,280,POINT (-77.296576 41.748557)
Rite Aid 00188,805 Huntingdon Pike,Huntingdon Valley,Montgomery,PA,19006,Janssen Vaccine,10/26/2021,100,POINT (-75.093812 40.088783)
Cvs Store #17186,87 Wagner Rd,Monaca,Beaver,PA,15061,Moderna Vaccine,10/26/2021,140,POINT (-80.311539 40.679881)
Rite Aid 04287,360 East Main Street,Middletown,Dauphin,PA,17057,Moderna Vaccine,10/26/2021,140,POINT (-76.724895 40.201295)
Rite Aid 01147,175 Wilson Road,Bentleyville,Washington,PA,15314,Moderna Vaccine,10/26/2021,140,POINT (-80.001602 40.129622)
Weis Markets Inc,589 Hamlin Hwy,Hamlin,Wayne,PA,18427,Moderna Vaccine,10/26/2021,140,POINT (-75.403588 41.403934)
Cvs Store #05533,6050 Sterners Way,Bethlehem,Northampton,PA,18017,Moderna Vaccine,10/26/2021,140,POINT (-75.388178 40.682811)
Rite Aid 01981,2604 Linglestown Road,Harrisburg,Dauphin,PA,17110,Moderna Vaccine,10/26/2021,140,POINT (-76.855839 40.329971)
Cvs Store #16632,315 Colonnade Blvd,State College,Centre,PA,16803,Moderna Vaccine,10/26/2021,140,POINT (-77.905855 40.811367)
Weis Markets Inc,600 Hunter Hwy,Tunkhannock,Wyoming,PA,18657,Janssen Vaccine,10/26/2021,100,POINT (-75.948453 41.529231)
Rite Aid 03804,10 Newport Pl,Newport,Perry,PA,17074,Janssen Vaccine,10/26/2021,100,POINT (-77.113785 40.493228)
Rite Aid 01371,102 North Main Street,Pittston,Luzerne,PA,18640,Moderna Vaccine,10/26/2021,140,POINT (-75.789382 41.324965)
Cvs Store #05090,551 Harrisburg Ave.,Lancaster,Lancaster,PA,17604,Moderna Vaccine,10/26/2021,140,POINT (-76.317907 40.049989)
The Medicine Shoppe Pharmacy,100 E Grove St,Clarks Summit,Lackawanna,PA,18411,Janssen Vaccine,10/26/2021,100,POINT (-75.699431 41.493276)
Rite Aid 02591,670 Philadelphia Avenue,Reading,Berks,PA,19607,Moderna Vaccine,10/26/2021,280,POINT (-75.948321 40.298114)
Rite Aid 11038,2411 Columbia Blvd,Bloomsburg,Columbia,PA,17815,Moderna Vaccine,10/26/2021,280,POINT (-76.413712 41.011202)
Weis Markets Inc,5020 Route 873,Schnecksville,Lehigh,PA,18078,Moderna Vaccine,10/26/2021,140,POINT (-75.613976 40.677148)
Rite Aid 01902,2067 Route 116,Spring Grove,York,PA,17362,Moderna Vaccine,10/26/2021,140,POINT (-76.861319 39.885647)
Giant Eagle Inc.,117 S. Walnut Street,Ligonier,Westmoreland,PA,15658,Janssen Vaccine,10/26/2021,100,POINT (-79.244318 40.245944)
Rite Aid 11073,400 West Second Street,Berwick,Columbia,PA,18603,Moderna Vaccine,10/26/2021,280,POINT (-76.239372 41.052764)
Walmart Pharmacy #2255,761 Airport Rd,Hazle Township,Luzerne,PA,18202,Moderna Vaccine,10/26/2021,140,POINT (-76.01314 40.988342)
Rite Aid 03443,6039 National Pike,Grindstone,Fayette,PA,15442,Moderna Vaccine,10/26/2021,280,POINT (-79.866897 40.007205)
Rite Aid 11043,901 Northampton Street,Easton,Northampton,PA,18042,Moderna Vaccine,10/26/2021,280,POINT (-75.221318 40.690655)
Weis Markets Inc,73 Old Dublin Pike,Doylestown,Bucks,PA,18901,Janssen Vaccine,10/26/2021,100,POINT (-75.13275 40.323286)
Rite Aid 00223,452 South Lehigh Avenue,Frackville,Schuylkill,PA,17931,Pfizer Vaccine,10/26/2021,1170,POINT (-76.228145 40.778917)
Rite Aid 01514,404 Third Street,California,Washington,PA,15419,Moderna Vaccine,10/26/2021,280,POINT (-79.889582 40.066419)
Rite Aid 10968,8775 Norwin Avenue,North Huntingdon,Westmoreland,PA,15642,Moderna Vaccine,10/26/2021,280,POINT (-79.693356 40.316913)
Rite Aid 01549,630 Main St.,Portage,Cambria,PA,15946,Moderna Vaccine,10/26/2021,280,POINT (-78.672874 40.386862)
Giant Eagle Inc.,105 Robertson Street,West Newton,Westmoreland,PA,15089,Moderna Vaccine,10/26/2021,140,POINT (-79.763928 40.218463)
Cvs Store #17165,288 Mt Nebo Pointe Dr,Pittsburgh,Allegheny,PA,15237,Moderna Vaccine,10/26/2021,140,POINT (-80.071028 40.533797)
Rite Aid 02476,101 Main Street,Ridgway,Elk,PA,15853,Moderna Vaccine,10/26/2021,280,POINT (-78.733245 41.420713)
Rite Aid 11165,200 Kimberton Road,Phoenixville,Chester,PA,19460,Janssen Vaccine,10/26/2021,100,POINT (-75.535501 40.131689)
Rite Aid 10992,115 Fifth Street,Ellwood City,Lawrence,PA,16117,Moderna Vaccine,10/26/2021,280,POINT (-80.287341 40.86109)
Birdsboro Pharmacy Inc,200 W 1st Street,Birdsboro,Berks,PA,19508,Moderna Vaccine,10/26/2021,400,POINT (-75.808762 40.263465)
Rite Aid 07884,320 York Road,Carlisle,Cumberland,PA,17013,Pfizer Vaccine,10/26/2021,1170,POINT (-77.161039 40.191917)
Rite Aid 10901,351 Brighton Avenue,Rochester,Beaver,PA,15074,Moderna Vaccine,10/26/2021,280,POINT (-80.286902 40.702458)
Cvs Store #01074,870 E. Baltimore Pike,Kennett Square,Chester,PA,19348,Pfizer Vaccine,10/26/2021,1170,POINT (-75.680376 39.862614)
Rite Aid 00596,827 N. Center Street,Corry,Erie,PA,16407,Moderna Vaccine,10/26/2021,140,POINT (-79.641386 41.930084)
Rite Aid 01922,315 West Fourth Street,Quarryville,Lancaster,PA,17566,Moderna Vaccine,10/26/2021,140,POINT (-76.169588 39.893979)
Sams Pharmacy #6678,289 Mount Nebo Pointe Rd,Pittsburgh,Allegheny,PA,15237,Moderna Vaccine,10/26/2021,140,POINT (-80.067381 40.535068)
Walgreens Store #11560,949 Lincoln Way E,Chambersburg,Franklin,PA,17201,Moderna Vaccine,10/26/2021,140,POINT (-77.6438 39.931589)
Rite Aid 11024,1513 East Main Street,Waynesboro,Franklin,PA,17268,Moderna Vaccine,10/26/2021,280,POINT (-77.55375 39.744298)
Pagoda Pharmacy,600 Greenwich St Unit 4,Reading,Berks,PA,19601,Pfizer Vaccine,10/26/2021,450,POINT (-75.924933 40.345038)
Cvs Store #10249,1650 Menoher Blvd.,Johnstown,Cambria,PA,15905,Moderna Vaccine,10/26/2021,140,POINT (-78.956348 40.315635)
Cvs Store #01686,236 Grant Street,Johnsonburg,Elk,PA,15845,Pfizer Vaccine,10/26/2021,1170,POINT (-78.677258 41.487004)
Cvs Store #17689,201 West Beaver Ave.,State College,Centre,PA,16801,Moderna Vaccine,10/26/2021,140,POINT (-77.8616 40.792473)
Rite Aid 01944,900 Mount Royal Blvd.,Pittsburgh,Allegheny,PA,15223,Moderna Vaccine,10/26/2021,140,POINT (-79.959098 40.515632)
Rite Aid 01384,450 Blue Valley Drive,Bangor,Northampton,PA,18013,Moderna Vaccine,10/26/2021,140,POINT (-75.233743 40.871816)
Rite Aid 02693,44 Kings Village,Minersville,Schuylkill,PA,17954,Moderna Vaccine,10/26/2021,280,POINT (-76.254027 40.68162)
Giant Eagle Inc.,7 Cottonwood Street,Northern Cambria,Cambria,PA,15714,Moderna Vaccine,10/26/2021,280,POINT (-78.783068 40.661124)
Sav-on Pharmacy,6800 New Falls Rd,Levittown,Bucks,PA,19057,Moderna Vaccine,10/26/2021,140,POINT (-74.858079 40.152414)
Walmart Pharmacy #1644,120 Ajk Blvd,Lewisburg,Union,PA,17837,Moderna Vaccine,10/26/2021,140,POINT (-76.879841 40.989527)
Giant Eagle Inc.,1451 Scalp Ave.,Johnstown,Cambria,PA,15904,Moderna Vaccine,10/26/2021,280,POINT (-78.858016 40.271493)
Cvs Store #01670,615 Locust Street,Columbia,Lancaster,PA,17512,Moderna Vaccine,10/26/2021,140,POINT (-76.497473 40.035238)
Rite Aid 10921,1915-1921 East Carson Street,Pittsburgh,Allegheny,PA,15203,Janssen Vaccine,10/26/2021,100,POINT (-79.978392 40.428632)
Rite Aid 01144,500 Chesterbrook Blvd Ste 2,Chesterbrook,Chester,PA,19087,Moderna Vaccine,10/26/2021,140,POINT (-75.456806 40.074471)
Giant Eagle Inc.,51 Walsh Road,Pittsburgh,Allegheny,PA,15205,Moderna Vaccine,10/26/2021,140,POINT (-80.070881 40.439901)
Southern Chester County Pharmacy,1011 West Baltimore Pike Suite 109,West Grove,Chester,PA,19390,Pfizer Vaccine,10/26/2021,450,POINT (-75.889129 39.82265)
Giant Eagle Inc.,606 Erie St.,Edinboro,Erie,PA,16412,Janssen Vaccine,10/26/2021,100,POINT (-80.127639 41.888943)
Rite Aid 06740,3106 E Pleasant Valley Blvd,Altoona,Blair,PA,16601,Janssen Vaccine,10/26/2021,100,POINT (-78.321477 40.59662)
Rite Aid 03470,580 Carbondale Road,Scott Township,Lackawanna,PA,18447,Moderna Vaccine,10/26/2021,280,POINT (-75.661271 41.530062)
Rite Aid 02466,10 Donner Avenue,Monessen,Westmoreland,PA,15062,Moderna Vaccine,10/26/2021,280,POINT (-79.876499 40.160121)
Giant Eagle Inc.,41 Towne Center Drive,Leechburg,Westmoreland,PA,15656,Janssen Vaccine,10/26/2021,100,POINT (-79.611167 40.608325)
Cvs Store #16604,1495 Old York Rd,Abington,Montgomery,PA,19001,Moderna Vaccine,10/26/2021,140,POINT (-75.117255 40.125404)
Rite Aid 10970,3550 Route 130,Irwin,Westmoreland,PA,15642,Janssen Vaccine,10/26/2021,100,POINT (-79.677507 40.367631)
Rite Aid 10893,1200 Pittsburgh Street,Cheswick,Allegheny,PA,15024,Janssen Vaccine,10/26/2021,100,POINT (-79.80381 40.541063)
Cvs Store #11422,177 Erie Boulevard,Susquehanna,Susquehanna,PA,18847,Moderna Vaccine,10/26/2021,140,POINT (-75.606875 41.945461)
Walmart Pharmacy #1885,400 Butler Cmns,Butler,Butler,PA,16001,Moderna Vaccine,10/26/2021,140,POINT (-79.941553 40.876827)
Rite Aid 04284,3601 Walnut Street,Harrisburg,Dauphin,PA,17109,Moderna Vaccine,10/26/2021,140,POINT (-76.836931 40.288332)
Giant Eagle Inc.,4192 Glades Pike,Somerset,Somerset,PA,15501,Janssen Vaccine,10/26/2021,100,POINT (-79.108128 40.010249)
Rite Aid 01274,4400 Pennell Road,Aston,Delaware,PA,19014,Moderna Vaccine,10/26/2021,140,POINT (-75.426923 39.856706)
Walmart Pharmacy #2481,9300 State Route 61,Coal Township,Northumberland,PA,17866,Moderna Vaccine,10/26/2021,140,POINT (-76.506499 40.789012)
Rite Aid 10947,7345 Saltsburg Road,Penn Hills,Allegheny,PA,15235,Moderna Vaccine,10/26/2021,140,POINT (-79.785362 40.477635)
Acorx Pharmacy,520 E Main St,Carnegie,Allegheny,PA,15106,Janssen Vaccine,10/26/2021,100,POINT (-80.08371 40.407451)
Rite Aid 11096,1035 County Line Road,Huntingdon Valley,Montgomery,PA,19006,Moderna Vaccine,10/26/2021,140,POINT (-75.048332 40.157771)
Giant Eagle Inc.,155 Towne Centre Blvd,Wexford,Allegheny,PA,15090,Janssen Vaccine,10/26/2021,100,POINT (-80.054409 40.631533)
Giant Eagle Inc.,5142 Route 30,Greensburg,Westmoreland,PA,15601,Moderna Vaccine,10/26/2021,140,POINT (-79.497807 40.302329)
Cvs Store #16499,2331 E Lincoln Hwy,Langhorne,Bucks,PA,19047,Moderna Vaccine,10/26/2021,140,POINT (-74.878838 40.179092)
Weis Markets Inc,3011 William Penn Hwy,Easton,Northampton,PA,18045,Janssen Vaccine,10/26/2021,100,POINT (-75.261101 40.676903)
Rite Aid 02264,2722 West 9th Street,Chester,Delaware,PA,19013,Moderna Vaccine,10/26/2021,140,POINT (-75.394803 39.836063)
Rite Aid 02466,10 Donner Avenue,Monessen,Westmoreland,PA,15062,Janssen Vaccine,10/26/2021,100,POINT (-79.876499 40.160121)
Rite Aid 02375,925 West Erie Plaza,Erie,Erie,PA,16505,Moderna Vaccine,10/26/2021,280,POINT (-80.133087 42.107341)
Walgreens Store #10095,1000 Lincoln Pl,Greensburg,Westmoreland,PA,15601,Janssen Vaccine,10/26/2021,100,POINT (-79.578381 40.302705)
Rite Aid 11055,1650 North Cedar Crest Blvd.,Allentown,Lehigh,PA,18104,Janssen Vaccine,10/26/2021,100,POINT (-75.533683 40.614552)
Phoebe Services Inc.,6520 Stonegate Drive,Allentown,Lehigh,PA,18106,Moderna Vaccine,10/26/2021,100,POINT (-75.606479 40.595688)
Rite Aid 00200,1130 Cumberland Street,Lebanon,Lebanon,PA,17042,Moderna Vaccine,10/26/2021,280,POINT (-76.430455 40.338855)
Rite Aid 04840,1000 North Church Street,Hazleton,Luzerne,PA,18201,Pfizer Vaccine,10/26/2021,1170,POINT (-75.978044 40.973194)
Rite Aid 10934,2336 Ardmore Boulevard,Pittsburgh,Allegheny,PA,15221,Moderna Vaccine,10/26/2021,280,POINT (-79.848243 40.416689)
Rite Aid 10928,623-625 East Ohio Street,Pittsburgh,Allegheny,PA,15212,Janssen Vaccine,10/26/2021,100,POINT (-79.998374 40.453862)
Rite Aid 11030,577 South Main Street,Shrewsbury,York,PA,17361,Pfizer Vaccine,10/26/2021,1170,POINT (-76.677526 39.753211)
Rite Aid 01733,1400 West Main Street,Jeffersonville,Montgomery,PA,19403,Moderna Vaccine,10/26/2021,280,POINT (-75.362854 40.123743)
Cvs Store #00233,3930 West Chester Pike,Newtown Square,Delaware,PA,19073,Pfizer Vaccine,10/26/2021,1170,POINT (-75.41474 39.985635)
Rite Aid 00185,741 Route 113,Souderton,Montgomery,PA,18964,Moderna Vaccine,10/26/2021,280,POINT (-75.308891 40.316846)
Rite Aid 10892,417 Chartiers Street,Bridgeville,Allegheny,PA,15017,Moderna Vaccine,10/26/2021,280,POINT (-80.113495 40.355183)
Rite Aid 06839,307 E Market Street,Clearfield,Clearfield,PA,16830,Moderna Vaccine,10/26/2021,140,POINT (-78.436017 41.02207)
Rite Aid 10900,700 Stevenson Blvd.,New Kensington,Westmoreland,PA,15068,Moderna Vaccine,10/26/2021,280,POINT (-79.755007 40.56403)
Sav-on Pharmacy,2301 Bristol Rd,Cornwells Heights,Bucks,PA,19020,Janssen Vaccine,10/26/2021,100,POINT (-74.923375 40.131044)
Rite Aid 00992,320 East Lincoln Highway,Coatesville,Chester,PA,19320,Janssen Vaccine,10/26/2021,100,POINT (-75.819047 39.983853)
Rite Aid 10947,7345 Saltsburg Road,Penn Hills,Allegheny,PA,15235,Moderna Vaccine,10/26/2021,280,POINT (-79.785362 40.477635)
Wegmans Food Markets Inc.,201 William Street,Williamsport,Lycoming,PA,17701,Janssen Vaccine,10/26/2021,100,POINT (-77.003369 41.237779)
Rite Aid 10935,331 Penn Avenue,Wilkinsburg,Allegheny,PA,15221,Moderna Vaccine,10/26/2021,280,POINT (-79.8899 40.445397)
Rite Aid 11069,1777 North Keyser Avenue,Scranton,Lackawanna,PA,18508,Moderna Vaccine,10/26/2021,280,POINT (-75.667881 41.44532)
Cvs Store #07670,620 Old Philadelphia Rd.,Easton,Northampton,PA,18042,Moderna Vaccine,10/26/2021,140,POINT (-75.210564 40.677799)
